location,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz
lat,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876
lon,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172
asl,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365
variable,Temperature,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Precipitation Total,Snowfall Amount,Relative Humidity,Cloud Cover Total,Wind Speed,Wind Direction
unit,°C,min,W/m²,W/m²,W/m²,mm,cm,%,%,km/h,°
level,2 m elevation corrected,sfc,sfc,sfc,sfc,sfc,sfc,2 m,sfc,10 m,10 m
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None,None,None,None,None
timestamp,Graz Temperature [2 m elevation corrected],Graz Sunshine Duration,Graz Shortwave Radiation,Graz Direct Shortwave Radiation,Graz Diffuse Shortwave Radiation,Graz Precipitation Total,Graz Snowfall Amount,Graz Relative Humidity [2 m],Graz Cloud Cover Total,Graz Wind Speed [10 m],Graz Wind Direction [10 m]
20220531T2000,21.34137,0.0,151.3,82.7344,68.565605,0.0,0.0,58.0,100.0,10.464798,176.05481
20220531T2100,19.81137,6.417021,26.699999,13.962788,12.737211,0.0,0.0,65.0,81.0,10.163227,157.0679
20220531T2200,18.071371,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,6.162207,173.29016
20220531T2300,17.30137,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.8049845,243.43495
20220601T0000,17.31137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,4.510787,298.61047
20220601T0100,16.84137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,17.555307,331.8584
20220601T0200,15.451369,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,11.631956,338.1986
20220601T0300,15.031369,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,9.585739,325.71313
20220601T0400,14.67137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,8.161764,311.42368
20220601T0500,14.191369,0.0,0.0,0.0,0.0,0.0,0.0,67.0,6.3,6.9247384,297.89728
20220601T0600,13.751369,49.89445,40.05,21.025194,19.024805,0.0,0.0,69.0,8.700001,6.6087217,299.35776
20220601T0700,14.9613695,42.765953,185.12,102.013145,83.10685,0.0,0.0,66.0,27.0,6.9153743,308.65982
20220601T0800,17.081371,0.0,324.85,188.7331,136.11691,0.0,0.0,60.0,100.0,9.449572,310.36456
20220601T0900,19.071371,0.0,396.05,265.14386,130.90611,0.0,0.0,53.0,100.0,10.233123,309.2894
20220601T1000,20.491371,0.0,463.69,383.19238,80.49763,0.0,0.0,48.0,100.0,4.68,270.0
20220601T1100,21.45137,47.234047,678.18,467.6098,210.57018,0.0,0.0,47.0,20.0,10.24578,198.43495
20220601T1200,22.151371,60.0,742.26,530.4435,211.81656,0.0,0.0,43.0,0.0,12.015589,188.61565
20220601T1300,22.79137,53.61702,844.61,579.9876,264.62238,0.0,0.0,44.0,10.0,11.885453,181.7357
20220601T1400,22.991371,0.0,620.33,438.66437,181.66565,0.0,0.0,47.0,100.0,13.276144,192.52881
20220601T1500,24.13137,51.06383,629.23,511.73892,117.49105,0.0,0.0,44.0,14.0,14.154915,187.30576
20220601T1600,24.17137,53.61702,656.82,454.70425,202.11575,0.0,0.0,45.0,10.0,14.512064,187.12502
20220601T1700,23.84137,53.61702,459.24,338.122,121.11797,0.0,0.0,47.0,10.0,14.05845,177.06433
20220601T1800,23.411371,53.61702,445.88998,270.24744,175.64253,0.0,0.0,50.0,10.0,13.979871,168.11134
20220601T1900,22.88137,60.0,306.16,176.6797,129.4803,0.0,0.0,53.0,0.0,11.966954,164.29137
20220601T2000,22.10137,60.0,151.3,82.79136,68.508644,0.0,0.0,57.0,0.0,6.924738,171.02737
20220601T2100,21.14137,42.78635,27.59,14.433441,13.156559,0.0,0.0,63.0,9.0,5.3999996,143.1301
20220601T2200,20.22137,0.0,0.0,0.0,0.0,0.0,0.0,68.0,12.0,2.5455842,135.0
20220601T2300,19.69137,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.2979984,33.690063
20220602T0000,19.00137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,4.68,360.0
20220602T0100,18.46137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,5.3517847,340.3462
20220602T0200,17.63137,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,5.1165614,320.7106
20220602T0300,16.81137,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.0,5.991594,302.73523
20220602T0400,16.51137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,6.3,7.491114,324.7824
20220602T0500,16.39137,0.0,0.0,0.0,0.0,0.0,0.0,70.0,5.4,6.193674,324.46234
20220602T0600,15.2113695,52.567642,40.05,21.029749,19.02025,0.0,0.0,75.0,5.1000004,5.3999996,323.13013
20220602T0700,16.491371,55.595745,184.23,101.56324,82.666756,0.0,0.0,73.0,6.9,2.8116899,309.80557
20220602T0800,19.331371,57.70213,339.09,197.07156,142.01843,0.0,0.0,62.0,3.6000001,2.0991426,300.96378
20220602T0900,21.581371,60.0,487.72,297.46875,190.25124,0.0,0.0,56.0,0.0,2.6208394,164.0546
20220602T1000,23.25137,60.0,624.77997,397.07635,227.7036,0.0,0.0,48.0,0.0,4.3349743,138.36646
20220602T1100,24.36137,60.0,738.7,484.8229,253.8771,0.0,0.0,46.0,0.0,3.8773184,158.1986
20220602T1200,25.26137,60.0,817.91,548.6724,269.23755,0.0,0.0,44.0,0.0,3.2399998,180.0
20220602T1300,24.98137,0.0,792.1,567.8873,224.21268,0.0,0.0,45.0,100.0,2.9024127,262.875
20220602T1400,24.45137,60.0,760.06,557.11316,202.94687,0.0,0.0,47.0,0.0,4.379589,170.53767
20220602T1500,24.831371,53.61702,747.6,527.49805,220.10193,0.0,0.0,47.0,10.0,4.3349743,175.23636
20220602T1600,24.27137,18.510641,298.15,57.689728,240.46027,0.0,0.0,49.0,65.0,3.319036,192.52881
20220602T1700,24.12137,53.61702,335.53,163.22168,172.30832,0.0,0.0,49.0,10.0,1.2979984,213.69006
20220602T1800,23.53137,0.0,369.35,249.95547,119.39453,0.0,0.0,50.0,100.0,2.5959969,213.69006
20220602T1900,23.63137,0.0,245.64,151.27608,94.36392,0.0,0.0,50.0,100.0,1.835647,191.30994
20220602T2000,23.21137,0.0,161.98,88.69639,73.28361,0.0,0.0,52.0,100.0,4.2136917,250.0169
20220602T2100,22.741371,0.0,25.81,13.507134,12.302865,0.0,0.0,55.0,100.0,2.7416782,293.1986
20220602T2200,22.55137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,100.0,4.3349743,274.76364
20220602T2300,21.911371,0.0,0.0,0.0,0.0,0.0,0.0,60.0,81.0,4.68,270.0
20220603T0000,21.081371,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,6.1305785,310.23636
20220603T0100,20.18137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,6.439876,333.43497
20220603T0200,19.55137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2.7,5.5887027,345.0686
20220603T0300,18.991371,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.90000004,3.6,360.0
20220603T0400,18.45137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,3.9,4.39436,55.007973
20220603T0500,17.85137,0.0,0.0,0.0,0.0,0.0,0.0,70.0,10.200001,6.8777895,42.87889
20220603T0600,17.70137,52.776474,40.94,21.50173,19.438269,0.0,0.0,70.0,5.7000003,6.792466,32.005356
20220603T0700,18.81137,59.808514,185.12,102.094604,83.02539,0.0,0.0,70.0,0.3,5.8603754,42.510437
20220603T0800,20.821371,60.0,336.41998,195.58446,140.83553,0.0,0.0,59.0,0.0,3.96,89.99999
20220603T0900,22.46137,60.0,485.05,295.92303,189.12694,0.0,0.0,53.0,0.0,5.904439,127.56859
20220603T1000,23.84137,60.0,625.67,397.7401,227.92989,0.0,0.0,49.0,0.0,7.491114,144.78241
20220603T1100,25.071371,57.12766,737.81,484.3507,253.45929,0.0,0.0,46.0,4.5,11.298495,157.52057
20220603T1200,25.991371,57.31915,801.89,545.50476,256.38528,0.0,0.0,45.0,4.2000003,13.797913,164.87599
20220603T1300,26.72137,56.744682,839.26996,579.8627,259.40732,0.0,0.0,45.0,5.1000004,14.05845,166.67548
20220603T1400,25.85137,53.61702,793.88,567.22217,226.65784,0.0,0.0,56.0,10.0,15.646544,156.9745
20220603T1500,26.34137,53.61702,752.94,529.4682,223.4718,0.0,0.0,56.0,10.0,17.555305,164.53879
20220603T1600,26.491371,0.0,665.72,458.25183,207.46815,0.0,0.0,56.0,100.0,18.0036,168.46538
20220603T1700,25.901371,0.0,261.66,68.9818,192.6782,0.0,0.0,57.0,100.0,12.313893,164.74487
20220603T1800,25.84137,0.0,303.49,222.785,80.704994,0.0,0.0,56.0,100.0,13.698934,183.01279
20220603T1900,24.55137,0.0,42.72,0.6874008,42.0326,0.5,0.0,63.0,100.0,14.57889,212.90524
20220603T2000,22.67137,0.0,23.14,0.6991081,22.440891,0.5,0.0,75.0,100.0,14.039999,202.61987
20220603T2100,20.95137,32.407093,5.34,0.95083094,4.389169,0.6,0.0,86.0,32.0,5.1544156,167.90524
20220603T2200,19.95137,0.0,0.0,0.0,0.0,0.0,0.0,88.0,14.0,4.452954,165.96376
20220603T2300,19.50137,0.0,0.0,0.0,0.0,0.0,0.0,87.0,38.0,3.2599385,186.3402
20220604T0000,18.991371,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,1.835647,168.69006
20220604T0100,18.48137,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,180.0
20220604T0200,18.22137,0.0,0.0,0.0,0.0,0.0,0.0,92.0,22.0,3.0758414,339.44397
20220604T0300,17.34137,0.0,0.0,0.0,0.0,0.0,0.0,92.0,3.0,6.1305785,319.76367
20220604T0400,16.97137,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,5.904439,307.5686
20220604T0500,17.18137,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,5.495161,301.6075
20220604T0600,17.581371,56.783333,34.71,18.233667,16.476332,0.0,0.0,78.0,0.0,6.297428,300.96375
20220604T0700,18.741371,60.0,172.66,95.260826,77.39918,0.0,0.0,75.0,0.0,7.9932966,305.83765
20220604T0800,21.12137,60.0,330.19,192.02591,138.1641,0.0,0.0,68.0,0.0,10.383987,303.69006
20220604T0900,23.321371,60.0,485.05,296.0056,189.04437,0.0,0.0,62.0,0.0,11.753876,310.03027
20220604T1000,25.34137,60.0,624.77997,397.27197,227.50801,0.0,0.0,53.0,0.0,13.684735,305.3625
20220604T1100,26.88137,60.0,738.7,485.04642,253.6536,0.0,0.0,47.0,0.0,13.363711,297.25534
20220604T1200,27.84137,53.61702,803.67,546.3283,257.34167,0.0,0.0,45.0,10.0,11.013882,281.30994
20220604T1300,28.321371,53.61702,802.77997,571.6388,231.14119,0.0,0.0,43.0,10.0,7.928178,267.39746
20220604T1400,29.01137,60.0,857.95996,582.4989,275.4611,0.0,0.0,40.0,0.0,8.39657,210.96376
20220604T1500,29.491371,60.0,811.68,543.6472,268.03275,0.0,0.0,40.0,0.0,9.085988,213.69006
20220604T1600,29.73137,60.0,726.24,475.30536,250.93462,0.0,0.0,40.0,0.0,7.289444,200.22485
20220604T1700,29.75137,60.0,606.98,384.26028,222.7197,0.0,0.0,40.0,0.0,6.2145634,190.00798
20220604T1800,29.53137,53.61702,465.47,282.55154,182.91846,0.0,0.0,40.0,10.0,6.28713,193.24052
20220604T1900,29.09137,60.0,300.82,173.90846,126.911545,0.0,0.0,40.0,0.0,4.0249224,190.30484
20220604T2000,28.401371,0.0,166.43,91.25539,75.17461,0.0,0.0,43.0,100.0,1.08,270.0
20220604T2100,28.18137,0.0,8.9,4.8319845,4.068015,0.5,0.0,41.0,100.0,5.4833565,336.8014
20220604T2200,27.12137,0.0,0.0,0.0,0.0,0.0,0.0,46.0,55.0,7.072878,14.743561
20220604T2300,25.76137,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.3000002,6.9247384,27.897263
20220605T0000,24.331371,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,8.435069,39.805573
20220605T0100,22.651371,0.0,0.0,0.0,0.0,0.0,0.0,64.0,100.0,9.227524,69.443954
20220605T0200,20.76137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,100.0,8.891343,58.24051
20220605T0300,20.71137,0.0,0.0,0.0,0.0,0.0,0.0,71.0,100.0,7.42159,50.906143
20220605T0400,20.80137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.3,5.00128,30.256424
20220605T0500,20.36137,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,3.5455887,336.0375
20220605T0600,19.77137,57.233334,35.6,18.704098,16.8959,0.0,0.0,76.0,0.0,2.8116899,309.80557
20220605T0700,20.45137,60.0,172.66,95.2871,77.3729,0.0,0.0,78.0,0.0,1.08,180.0
20220605T0800,21.36137,0.0,260.77,164.55554,96.21444,0.0,0.0,68.0,100.0,5.634891,116.56505
20220605T0900,22.53137,58.723404,338.19998,273.01898,65.18099,0.0,0.0,65.0,2.0,5.315336,118.30075
20220605T1000,23.901371,56.808514,615.88,391.6725,224.20752,0.0,0.0,60.0,5.0,7.4128532,119.054596
20220605T1100,24.151371,0.0,518.87,364.88483,153.98518,0.0,0.0,59.0,100.0,9.220499,128.6598
20220605T1200,25.37137,0.0,526.88,301.75055,225.12947,0.0,0.0,56.0,100.0,10.086427,124.82449
20220605T1300,26.81137,60.0,787.64996,567.8771,219.77289,0.0,0.0,52.0,0.0,11.4862,122.19573
20220605T1400,26.72137,53.61702,586.51,371.10443,215.40556,0.0,0.0,57.0,10.0,12.738099,137.2906
20220605T1500,27.46137,52.97872,741.37,527.5436,213.82639,0.0,0.0,54.0,11.0,13.246826,137.2026
20220605T1600,27.401371,53.61702,536.67,413.207,123.46298,0.0,0.0,54.0,10.0,12.768586,139.57391
20220605T1700,27.46137,52.340427,435.21,336.83838,98.37161,0.0,0.0,54.0,12.0,12.287555,148.17255
20220605T1800,27.69137,53.61702,253.65,133.22916,120.42083,0.0,0.0,54.0,10.0,11.298495,149.34933
20220605T1900,26.86137,45.95745,202.03,169.08762,32.942383,0.0,0.0,56.0,22.0,10.1887,147.99461
20220605T2000,26.30137,0.0,59.629997,28.170095,31.459902,0.0,0.0,59.0,100.0,5.4833565,156.8014
20220605T2100,25.84137,0.0,9.79,6.009637,3.780363,0.0,0.0,58.0,100.0,1.8,180.0
20220605T2200,24.94137,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,8.587338,326.97614
20220605T2300,23.60137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,10.0,12.429127,349.992
20220606T0000,21.52137,0.0,0.0,0.0,0.0,0.0,0.0,58.0,85.0,20.380579,342.5252
20220606T0100,20.70137,0.0,0.0,0.0,0.0,0.0,0.0,58.0,100.0,22.057161,333.85315
20220606T0200,19.991371,0.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,18.171976,326.30994
20220606T0300,19.62137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,100.0,15.778516,325.22217
20220606T0400,18.69137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,4.0,8.699793,24.443954
20220606T0500,18.581371,0.0,0.0,0.0,0.0,0.0,0.0,67.0,100.0,7.5685663,92.72631
20220606T0600,18.10137,57.616665,36.489998,19.17409,17.315908,0.0,0.0,73.0,0.0,5.495161,121.6075
20220606T0700,18.50137,60.0,176.22,97.27368,78.94632,0.0,0.0,75.0,0.0,3.6,143.1301
20220606T0800,19.50137,60.0,332.86,193.65518,139.2048,0.0,0.0,71.0,0.0,3.2599385,263.65982
20220606T0900,21.00137,60.0,488.61,298.27466,190.33531,0.0,0.0,63.0,0.0,2.3051248,321.3402
20220606T1000,22.70137,60.0,627.45,399.08374,228.36627,0.0,0.0,57.0,0.0,2.2768397,71.56504
20220606T1100,23.79137,53.61702,698.64996,473.90735,224.7426,0.0,0.0,52.0,10.0,5.315336,118.30075
20220606T1200,24.21137,53.61702,768.07,538.8695,229.2005,0.0,0.0,50.0,10.0,7.10031,149.53445
20220606T1300,24.70137,60.0,843.72,581.98975,261.73022,0.0,0.0,49.0,0.0,6.849467,176.98721
20220606T1400,26.411371,53.61702,814.35,573.7538,240.59618,0.0,0.0,40.0,10.0,5.4833565,156.8014
20220606T1500,26.43137,53.61702,771.63,535.57446,236.05556,0.0,0.0,41.0,10.0,8.669949,184.76364
20220606T1600,26.31137,53.61702,691.52997,465.85266,225.67732,0.0,0.0,41.0,10.0,10.365251,200.32314
20220606T1700,26.20137,60.0,598.97,379.4675,219.50247,0.0,0.0,42.0,0.0,8.766573,199.17902
20220606T1800,25.95137,60.0,477.03998,289.8247,187.21527,0.0,0.0,43.0,0.0,7.628263,199.29004
20220606T1900,25.51137,60.0,321.29,185.92746,135.36255,0.0,0.0,45.0,0.0,5.8048253,187.12502
20220606T2000,24.821371,60.0,164.65,90.38093,74.269066,0.0,0.0,47.0,0.0,2.4149535,206.56505
20220606T2100,24.241371,51.483334,30.26,15.856386,14.403614,0.0,0.0,49.0,0.0,0.35999998,180.0
20220606T2200,23.69137,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.4399999,360.0
20220606T2300,23.02137,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,4.3498964,335.55603
20220607T0000,22.04137,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,5.815978,338.1986
20220607T0100,21.02137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,6.0347,342.646
20220607T0200,20.28137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,5.1544156,347.90524
20220607T0300,19.80137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3.3000002,5.3517847,340.3462
20220607T0400,19.331371,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.2000003,5.2416787,344.0546
20220607T0500,19.02137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.1000001,5.0911684,351.8699
20220607T0600,19.12137,57.428173,44.5,23.38595,21.11405,0.0,0.0,63.0,0.90000004,3.9763298,354.8056
20220607T0700,19.62137,55.97872,188.68,104.17508,84.50491,0.0,0.0,66.0,6.3,2.16,360.0
20220607T0800,21.821371,55.78723,342.65,199.38649,143.2635,0.0,0.0,61.0,6.6000004,2.968636,104.03624
20220607T0900,23.79137,55.404255,490.38998,299.40555,190.98444,0.0,0.0,54.0,7.2000003,5.634891,116.56505
20220607T1000,24.95137,40.851063,614.1,390.64453,223.45544,0.0,0.0,48.0,30.000002,6.297428,120.963745
20220607T1100,25.401371,0.0,597.19,445.5337,151.65633,0.0,0.0,43.0,100.0,7.7879906,123.69006
20220607T1200,26.04137,0.0,707.55,522.031,185.51897,0.0,0.0,38.0,100.0,8.225035,113.19859
20220607T1300,25.97137,0.0,520.64996,257.03857,263.6114,0.0,0.0,38.0,100.0,7.8625183,105.9454
20220607T1400,23.491371,0.0,371.13,71.80908,299.32092,0.0,0.0,49.0,100.0,2.1897945,9.462311
20220607T1500,23.06137,0.0,257.21,0.43572998,256.77426,0.0,0.0,51.0,100.0,6.924738,351.02737
20220607T1600,23.73137,11.489361,272.34,33.778305,238.56169,0.0,0.0,52.0,76.0,10.483357,344.0546
20220607T1700,23.03137,0.0,594.52,376.78595,217.73409,0.0,0.0,56.0,100.0,18.64369,349.992
20220607T1800,21.12137,0.0,242.97,115.577675,127.39233,0.0,0.0,59.0,100.0,18.947083,345.69974
20220607T1900,18.28137,0.0,44.5,0.74388504,43.756115,0.1,0.0,71.0,100.0,23.86341,326.07022
20220607T2000,17.39137,0.0,22.25,0.56731606,21.682684,0.6,0.0,76.0,100.0,23.469128,339.3411
20220607T2100,16.76137,0.0,6.23,1.3226686,4.9073315,1.0,0.0,77.0,100.0,21.068459,340.0169
20220607T2200,16.741371,0.0,0.0,0.0,0.0,1.4,0.0,80.0,100.0,16.62249,342.34988
20220607T2300,16.47137,0.0,0.0,0.0,0.0,0.6,0.0,76.0,100.0,12.181625,341.0296
20220608T0000,16.151371,0.0,0.0,0.0,0.0,0.0,0.0,76.0,100.0,9.9571085,347.4712
20220608T0100,16.09137,0.0,0.0,0.0,0.0,0.0,0.0,77.0,100.0,4.0249224,333.43497
20220608T0200,15.97137,0.0,0.0,0.0,0.0,0.0,0.0,74.0,100.0,7.2,360.0
20220608T0300,15.611369,0.0,0.0,0.0,0.0,0.0,0.0,74.0,100.0,1.8,306.8699
20220608T0400,14.38137,0.0,0.0,0.0,0.0,0.4,0.0,85.0,100.0,6.489992,236.30994
20220608T0500,14.021369,0.0,0.0,0.0,0.0,0.6,0.0,88.0,100.0,6.2145634,280.008
20220608T0600,14.4613695,0.0,17.8,10.814655,6.9853444,0.0,0.0,87.0,100.0,3.8773184,291.8014
20220608T0700,15.13137,0.0,64.97,27.159504,37.810497,0.0,0.0,85.0,100.0,2.9024127,299.74487
20220608T0800,16.29137,0.0,122.82,33.173607,89.64639,0.0,0.0,80.0,100.0,4.3349743,318.36646
20220608T0900,17.571371,0.0,183.34,38.38315,144.95685,0.0,0.0,75.0,100.0,4.32,360.0
20220608T1000,18.96137,0.0,201.14,12.207382,188.93262,0.0,0.0,69.0,100.0,8.287822,2.4895477
20220608T1100,20.01137,15.957448,250.98,15.274918,235.70508,0.2,0.0,59.0,69.0,9.028754,355.4261
20220608T1200,21.75137,0.6382978,548.24,337.91132,210.32867,0.0,0.0,51.0,93.0,8.669949,4.7636414
20220608T1300,22.55137,53.61702,841.94,582.2622,259.67776,0.0,0.0,47.0,10.0,6.725354,15.524109
20220608T1400,22.19137,0.0,485.94,206.84235,279.09766,0.0,0.0,51.0,100.0,4.8965297,143.97263
20220608T1500,22.69137,0.0,495.72998,254.7515,240.97849,0.0,0.0,51.0,100.0,6.8777895,132.8789
20220608T1600,23.09137,52.97872,663.05,460.54248,202.50752,0.0,0.0,51.0,11.0,8.714677,128.29016
20220608T1700,22.411371,26.170214,430.75998,323.98178,106.7782,0.0,0.0,54.0,53.0,8.161764,138.57634
20220608T1800,22.11137,49.787235,362.22998,251.67694,110.55304,0.0,0.0,56.0,16.0,6.618519,135.0
20220608T1900,21.69137,53.61702,301.71,174.77005,126.93993,0.0,0.0,58.0,10.0,5.0911684,135.0
20220608T2000,21.10137,60.0,165.54,90.971405,74.56859,0.0,0.0,60.0,0.0,4.6102495,128.6598
20220608T2100,20.43137,49.02234,33.82,17.732231,16.087769,0.0,0.0,63.0,7.0,3.8773184,158.1986
20220608T2200,19.68137,0.0,0.0,0.0,0.0,0.0,0.0,68.0,100.0,3.319036,192.52881
20220608T2300,19.05137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,2.8116899,219.80557
20220609T0000,18.571371,0.0,0.0,0.0,0.0,0.0,0.0,74.0,100.0,3.9763298,264.80557
20220609T0100,18.26137,0.0,0.0,0.0,0.0,0.0,0.0,75.0,100.0,3.8773184,291.8014
20220609T0200,18.06137,0.0,0.0,0.0,0.0,0.0,0.0,76.0,100.0,3.0547013,315.0
20220609T0300,17.51137,0.0,0.0,0.0,0.0,0.6,0.0,69.0,100.0,21.794127,329.19855
20220609T0400,15.161369,0.0,0.0,0.0,0.0,0.0,0.0,63.0,100.0,20.447239,333.8861
20220609T0500,14.731369,0.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,20.94507,331.23236
20220609T0600,15.56137,0.0,32.04,16.84208,15.197921,0.0,0.0,62.0,100.0,23.042812,331.03235
20220609T0700,16.45137,0.0,112.14,70.648636,41.491367,0.0,0.0,61.0,100.0,22.59699,337.52057
20220609T0800,17.12137,0.0,156.64,73.789215,82.850784,0.0,0.0,60.0,100.0,21.068459,340.0169
20220609T0900,17.22137,0.0,164.65,22.55423,142.09576,0.0,0.0,60.0,100.0,19.353138,341.56506
20220609T1000,17.14137,0.0,153.08,5.4727783,147.60722,0.0,0.0,62.0,100.0,14.471821,354.28943
20220609T1100,17.23137,0.0,144.18,2.9349213,141.24507,0.1,0.0,67.0,100.0,10.636766,23.962479
20220609T1200,17.321371,0.0,126.38,1.0718994,125.3081,0.1,0.0,67.0,100.0,13.039754,353.65985
20220609T1300,16.75137,0.0,114.81,0.29405975,114.51594,0.1,0.0,67.0,100.0,19.386591,344.93152
20220609T1400,19.911371,0.0,194.02,5.0408173,188.97919,0.0,0.0,55.0,100.0,15.111424,347.61926
20220609T1500,20.51137,54.255318,194.02,5.810211,188.2098,0.0,0.0,51.0,9.0,20.418695,350.8698
20220609T1600,21.75137,57.44681,461.02,266.72992,194.29007,0.0,0.0,47.0,4.0,22.180206,346.86597
20220609T1700,21.06137,0.0,501.96,356.49823,145.46176,0.0,0.0,48.0,100.0,24.379204,343.70596
20220609T1800,20.38137,0.0,225.17,89.77211,135.39789,0.0,0.0,50.0,100.0,26.544964,339.35303
20220609T1900,19.581371,0.0,193.12999,145.1273,48.002686,0.0,0.0,52.0,100.0,26.807312,337.91284
20220609T2000,18.62137,0.0,83.659996,64.85767,18.802322,0.0,0.0,55.0,100.0,27.56058,336.11353
20220609T2100,17.64137,0.0,24.029999,12.602695,11.427303,0.0,0.0,57.0,100.0,26.61323,336.9032
20220609T2200,17.14137,0.0,0.0,0.0,0.0,0.0,0.0,57.0,100.0,28.01531,334.0935
20220609T2300,17.09137,0.0,0.0,0.0,0.0,0.0,0.0,58.0,100.0,26.405453,334.13367
20220610T0000,17.12137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,21.746502,340.6652
20220610T0100,17.151371,0.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,20.833395,341.87814
20220610T0200,17.06137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,21.518847,342.47443
20220610T0300,16.71137,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,23.068108,337.03622
20220610T0400,16.62137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,25.537172,338.49857
20220610T0500,16.25137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,28.079998,337.38013
20220610T0600,15.981369,0.0,16.02,14.094449,1.9255514,0.0,0.0,60.0,100.0,29.317352,335.32312
20220610T0700,16.651371,0.0,82.77,53.368324,29.401674,0.0,0.0,60.0,100.0,28.137632,343.65186
20220610T0800,17.98137,0.0,226.06,200.15799,25.902014,0.0,0.0,56.0,100.0,28.348713,342.25534
20220610T0900,19.60137,0.0,456.57,278.85675,177.71326,0.0,0.0,52.0,100.0,28.739187,347.70474
20220610T1000,19.61137,0.0,478.82,353.97003,124.84999,0.0,0.0,53.0,100.0,27.155552,345.41107
20220610T1100,19.26137,0.0,368.46,125.64453,242.81546,0.0,0.0,55.0,100.0,27.595825,344.876
20220610T1200,20.31137,0.0,559.81,358.31384,201.49614,0.0,0.0,54.0,100.0,27.595823,352.50415
20220610T1300,21.80137,0.0,527.77,267.16437,260.60565,0.0,0.0,51.0,100.0,28.880886,355.71088
20220610T1400,21.22137,0.0,283.91,4.2348633,279.67514,0.0,0.0,52.0,100.0,24.503809,10.154266
20220610T1500,21.56137,0.0,250.09,-3.8994904,253.98949,0.0,0.0,51.0,100.0,27.009598,1.5275269
20220610T1600,22.161371,0.0,326.63,82.36032,244.26968,0.0,0.0,50.0,100.0,27.0,360.0
20220610T1700,22.321371,0.0,334.63998,155.58156,179.05843,0.0,0.0,49.0,100.0,25.6233,355.97174
