location,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz
lat,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876
lon,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172
asl,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365
variable,Temperature,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Precipitation Total,Snowfall Amount,Relative Humidity,Cloud Cover Total,Wind Speed,Wind Direction
unit,°C,min,W/m²,W/m²,W/m²,mm,cm,%,%,km/h,°
level,2 m elevation corrected,sfc,sfc,sfc,sfc,sfc,sfc,2 m,sfc,10 m,10 m
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None,None,None,None,None
timestamp,Graz Temperature [2 m elevation corrected],Graz Sunshine Duration,Graz Shortwave Radiation,Graz Direct Shortwave Radiation,Graz Diffuse Shortwave Radiation,Graz Precipitation Total,Graz Snowfall Amount,Graz Relative Humidity [2 m],Graz Cloud Cover Total,Graz Wind Speed [10 m],Graz Wind Direction [10 m]
20190715T0000,15.661369,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,9.0,343.7398
20190715T0100,14.88137,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,8.891344,338.6294
20190715T0200,14.30137,0.0,0.0,0.0,0.0,0.0,0.0,74.0,6.0,7.729527,332.24146
20190715T0300,14.361369,0.0,0.0,0.0,0.0,0.0,0.0,73.0,100.0,6.696387,323.74615
20190715T0400,14.451369,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,6.439876,333.43497
20190715T0500,14.451369,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,6.28713,346.7595
20190715T0600,14.35137,0.0,12.46,6.9502263,5.5097737,0.0,0.0,73.0,100.0,5.0911684,351.8699
20190715T0700,15.72137,0.0,120.15,65.5961,54.553898,0.0,0.0,73.0,100.0,0.35999998,360.0
20190715T0800,17.09137,60.0,299.93,172.74435,127.18564,0.0,0.0,66.0,0.0,3.8268526,138.81407
20190715T0900,17.88137,53.61702,438.77,265.48297,173.287,0.0,0.0,64.0,10.0,3.319036,167.47119
20190715T1000,17.97137,53.61702,442.33,365.885,76.444984,0.0,0.0,63.0,10.0,2.968636,165.96376
20190715T1100,18.20137,53.61702,261.66,29.646286,232.01372,0.0,0.0,62.0,10.0,3.6,180.0
20190715T1200,19.60137,53.61702,644.36,491.30725,153.05273,0.0,0.0,58.0,10.0,2.52,180.0
20190715T1300,20.38137,60.0,819.69,568.5104,251.1796,0.0,0.0,55.0,0.0,1.8,143.1301
20190715T1400,21.53137,60.0,858.85,581.55145,277.29852,0.0,0.0,46.0,0.0,2.6208394,74.054596
20190715T1500,21.571371,53.61702,670.17,504.58435,165.58563,0.0,0.0,46.0,10.0,1.835647,348.69006
20190715T1600,22.25137,53.61702,692.42,466.76257,225.65741,0.0,0.0,44.0,10.0,3.096837,324.46234
20190715T1700,22.37137,60.0,609.64996,386.77533,222.87463,0.0,0.0,44.0,0.0,1.8,360.0
20190715T1800,22.331371,53.61702,460.13,280.06726,180.06276,0.0,0.0,44.0,10.0,1.9386592,68.19859
20190715T1900,22.03137,53.61702,307.94,178.53993,129.40007,0.0,0.0,45.0,10.0,1.9386592,68.19859
20190715T2000,21.55137,59.361702,172.66,94.91868,77.741325,0.0,0.0,46.0,1.0,1.0182338,135.0
20190715T2100,21.18137,0.0,32.04,16.798607,15.241394,0.0,0.0,51.0,100.0,1.08,180.0
20190715T2200,20.64137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,100.0,2.968636,345.96375
20190715T2300,19.63137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,100.0,6.849467,3.0127716
20190716T0000,18.52137,0.0,0.0,0.0,0.0,0.0,0.0,56.0,100.0,9.114471,350.90973
20190716T0100,17.071371,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,9.0,343.7398
20190716T0200,16.44137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,8.891344,338.6294
20190716T0300,15.781369,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,8.534353,332.35403
20190716T0400,15.661369,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,7.9036193,329.93143
20190716T0500,15.001369,0.0,0.0,0.0,0.0,0.0,0.0,67.0,17.0,6.6087217,330.64227
20190716T0600,14.621369,42.264538,19.58,10.226403,9.353597,0.0,0.0,69.0,2.0,7.10031,329.53445
20190716T0700,15.731369,60.0,145.95999,79.62481,66.33518,0.0,0.0,68.0,0.0,6.489992,326.30994
20190716T0800,17.77137,51.06383,301.71,173.65114,128.05885,0.0,0.0,64.0,14.0,7.145796,319.08563
20190716T0900,20.20137,57.510635,463.69,280.396,183.294,0.0,0.0,57.0,3.9,10.587918,324.68878
20190716T1000,21.75137,53.61702,577.61,364.46335,213.14664,0.0,0.0,49.0,10.0,15.94601,331.69925
20190716T1100,22.72137,53.61702,673.73,453.8463,219.88368,0.0,0.0,45.0,10.0,16.485485,328.39252
20190716T1200,23.48137,53.61702,752.94,523.5503,229.38972,0.0,0.0,41.0,10.0,16.299694,329.4703
20190716T1300,24.30137,60.0,833.04,570.5819,262.45807,0.0,0.0,40.0,0.0,16.485485,328.39252
20190716T1400,25.13137,60.0,856.18,579.5491,276.63095,0.0,0.0,38.0,0.0,6.3690495,317.29062
20190716T1500,25.55137,53.61702,790.32,537.19885,253.12115,0.0,0.0,36.0,10.0,10.00256,329.7436
20190716T1600,25.491371,60.0,688.86,465.28445,223.57553,0.0,0.0,36.0,0.0,13.849477,332.10272
20190716T1700,25.31137,60.0,619.44,392.8335,226.60652,0.0,0.0,37.0,0.0,15.807239,329.93143
20190716T1800,24.87137,60.0,480.6,292.39673,188.20326,0.0,0.0,40.0,0.0,15.277749,325.56104
20190716T1900,24.50137,60.0,324.85,188.24652,136.60349,0.0,0.0,43.0,0.0,13.18308,325.008
20190716T2000,23.54137,58.085106,160.2,88.01525,72.184746,0.0,0.0,47.0,3.0,10.990322,328.39252
20190716T2100,21.97137,50.783333,32.93,17.25959,15.670409,0.0,0.0,53.0,0.0,10.990322,328.39252
20190716T2200,20.86137,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,9.726664,321.00903
20190716T2300,19.911371,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,9.422101,313.45184
20190717T0000,18.87137,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,7.928177,309.47247
20190717T0100,17.911371,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,8.435069,309.80557
20190717T0200,17.22137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,7.653705,311.1859
20190717T0300,16.491371,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,6.8777895,312.8789
20190717T0400,15.7113695,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,5.8603754,312.51044
20190717T0500,15.14137,0.0,0.0,0.0,0.0,0.0,0.0,68.0,4.2000003,4.6102495,308.65982
20190717T0600,15.041369,40.80479,20.47,10.686804,9.7831955,0.0,0.0,69.0,3.0,4.39436,304.99203
20190717T0700,16.18137,58.276596,153.97,83.92868,70.04132,0.0,0.0,68.0,2.7,3.2399998,270.0
20190717T0800,18.02137,57.89362,310.61,178.65149,131.9585,0.0,0.0,63.0,3.3000002,4.452954,255.96376
20190717T0900,19.92137,56.55319,463.69,280.23044,183.45956,0.0,0.0,56.0,5.4,5.506941,258.69006
20190717T1000,21.60137,56.170216,601.64,379.43256,222.20744,0.0,0.0,51.0,6.0,5.154415,245.22485
20190717T1100,23.09137,54.82979,714.67,466.1893,248.48068,0.0,0.0,44.0,8.1,6.3690495,227.29062
20190717T1200,24.13137,53.106384,792.99,531.1383,261.85168,0.0,0.0,40.0,10.8,7.9036193,210.06859
20190717T1300,24.92137,53.872337,834.82,570.1191,264.70093,0.0,0.0,39.0,9.6,8.049845,206.56505
20190717T1400,25.34137,50.042553,828.58997,570.80304,257.78693,0.0,0.0,50.0,15.6,6.8399997,180.0
20190717T1500,25.77137,40.851063,737.81,524.1631,213.64694,0.0,0.0,47.0,30.000002,5.8603754,190.61966
20190717T1600,25.96137,12.765956,679.95996,462.64447,217.31548,0.0,0.0,47.0,74.0,5.0142193,201.0375
20190717T1700,25.95137,57.510635,601.64,381.3961,220.24393,0.0,0.0,47.0,3.9,4.6938257,212.47119
20190717T1800,25.70137,40.851063,473.47998,287.93652,185.54346,0.0,0.0,47.0,30.000002,6.696387,233.74615
20190717T1900,25.02137,0.0,155.75,81.7184,74.0316,0.2,0.0,48.0,100.0,5.634891,243.43495
20190717T2000,24.581371,0.0,104.13,62.769432,41.360565,0.0,0.0,50.0,100.0,1.9386592,201.8014
20190717T2100,23.79137,42.283974,30.26,15.854973,14.405027,0.0,0.0,55.0,14.400001,1.835647,168.69006
20190717T2200,22.991371,0.0,0.0,0.0,0.0,0.0,0.0,60.0,14.1,0.35999998,89.99999
20190717T2300,22.23137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,3.2599385,6.340164
20190718T0000,21.55137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,5.7599998,360.0
20190718T0100,20.95137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,5.7599998,360.0
20190718T0200,20.59137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,20.0,5.04,360.0
20190718T0300,19.911371,0.0,0.0,0.0,0.0,0.0,0.0,65.0,10.0,4.73506,351.25385
20190718T0400,19.241371,0.0,0.0,0.0,0.0,0.0,0.0,69.0,10.0,4.379589,350.5377
20190718T0500,18.50137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,10.0,5.0528407,355.91437
20190718T0600,17.991371,36.757446,14.24,7.4312077,6.808792,0.0,0.0,72.0,10.0,5.3517847,340.3462
20190718T0700,18.71137,53.61702,129.05,70.28967,58.760334,0.0,0.0,71.0,10.0,3.0547013,315.0
20190718T0800,20.97137,60.0,288.36,165.74054,122.61944,0.0,0.0,62.0,0.0,1.8,233.1301
20190718T0900,22.92137,53.61702,455.68,275.22653,180.45346,0.0,0.0,54.0,10.0,4.1046314,217.87498
20190718T1000,23.78137,53.61702,558.92,358.21234,200.70766,0.0,0.0,46.0,10.0,4.510787,241.38954
20190718T1100,24.411371,15.319151,681.74,453.58636,228.15363,0.0,0.0,45.0,70.0,3.4152596,251.56506
20190718T1200,24.63137,0.0,644.36,489.40906,154.95093,0.0,0.0,46.0,100.0,3.4152596,251.56506
20190718T1300,25.151371,0.0,641.69,494.2565,147.4335,0.0,0.0,46.0,100.0,3.4152596,251.56506
20190718T1400,25.01137,0.0,601.64,410.25726,191.38275,0.0,0.0,50.0,100.0,4.3498964,65.55604
20190718T1500,24.911371,15.319151,218.05,8.361969,209.68803,0.4,0.0,50.0,70.0,2.4149535,243.43495
20190718T1600,24.81137,0.0,499.28998,340.59628,158.6937,0.0,0.0,49.0,100.0,5.5887027,255.06857
20190718T1700,24.901371,48.51064,523.32,360.8163,162.5037,0.0,0.0,49.0,18.0,7.386582,226.97495
20190718T1800,24.63137,42.127663,472.59,287.2668,185.32318,0.0,0.0,49.0,28.0,9.178235,221.82018
20190718T1900,24.17137,52.97872,327.52,189.59648,137.92351,0.0,0.0,50.0,11.0,7.42159,230.90614
20190718T2000,23.661371,55.97872,174.44,95.721924,78.71808,0.0,0.0,52.0,6.3,3.4152596,251.56506
20190718T2100,23.12137,47.06287,32.93,17.248283,15.681716,0.0,0.0,55.0,3.9,2.16,270.0
20190718T2200,22.581371,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.3000002,2.7416782,293.1986
20190718T2300,21.64137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.2,4.1046314,322.12503
20190719T0000,20.36137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,3.3000002,4.829907,333.43497
20190719T0100,19.48137,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.8000001,5.154415,335.22485
20190719T0200,18.93137,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.6,5.0142193,338.9625
20190719T0300,18.36137,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.5,5.8048253,330.25513
20190719T0400,17.67137,0.0,0.0,0.0,0.0,0.0,0.0,68.0,5.1000004,5.904439,322.43143
20190719T0500,17.31137,0.0,0.0,0.0,0.0,0.0,0.0,67.0,30.000002,5.8048253,330.25513
20190719T0600,17.13137,38.068157,17.8,9.285141,8.514858,0.0,0.0,69.0,4.8,4.8965297,323.97263
20190719T0700,17.911371,41.48936,145.95999,79.43758,66.522415,0.0,0.0,71.0,29.0,2.5959969,303.69006
20190719T0800,20.37137,22.340425,299.93,172.27237,127.65763,0.0,0.0,69.0,59.0,1.8,233.1301
20190719T0900,22.69137,37.659573,451.22998,272.3769,178.8531,0.0,0.0,55.0,35.0,4.1046314,217.87498
20190719T1000,24.04137,56.744682,585.62,368.95096,216.66904,0.0,0.0,51.0,5.1000004,5.6920996,198.43495
20190719T1100,24.93137,56.93617,699.54,455.9132,243.62679,0.0,0.0,50.0,4.8,8.311245,197.65013
20190719T1200,25.741371,54.638298,777.86,526.4159,251.44412,0.0,0.0,48.0,8.400001,9.693296,201.8014
20190719T1300,26.37137,53.872337,821.47,565.6721,255.79782,0.0,0.0,46.0,9.6,9.339208,207.55281
20190719T1400,27.44137,19.148937,817.01996,566.72485,250.29514,0.0,0.0,41.0,64.0,6.162207,186.70984
20190719T1500,27.76137,35.106384,782.31,533.28046,249.02956,0.0,0.0,41.0,39.0,8.209263,195.25513
20190719T1600,27.52137,22.340425,679.07,461.00464,218.06538,0.0,0.0,41.0,59.0,9.028754,203.49857
20190719T1700,27.31137,47.872337,569.6,370.2871,199.31288,0.0,0.0,41.0,19.0,6.763786,205.20113
20190719T1800,27.05137,53.61702,448.56,272.53772,176.02226,0.0,0.0,41.0,10.0,5.0142193,201.0375
20190719T1900,26.64137,56.744682,315.06,182.28848,132.77151,0.0,0.0,42.0,5.1000004,2.8799999,180.0
20190719T2000,26.02137,1.9148934,171.77,94.199196,77.57081,0.0,0.0,45.0,91.0,2.9024127,119.74488
20190719T2100,25.01137,4.6196804,31.15,16.310528,14.839471,0.0,0.0,50.0,85.0,4.452954,104.03624
20190719T2200,24.00137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,70.0,4.32,89.99999
20190719T2300,23.11137,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,3.9763298,84.805565
20190720T0000,22.39137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,22.0,2.4149535,63.43495
20190720T0100,21.93137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,45.0,3.319036,12.528809
20190720T0200,21.60137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.2,4.3349743,4.7636414
20190720T0300,21.35137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.5,5.0911684,8.130096
20190720T0400,21.081371,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.8,4.6938252,4.398697
20190720T0500,20.78137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,5.7000003,4.3349743,4.7636414
20190720T0600,20.35137,36.43282,16.02,8.352981,7.66702,0.0,0.0,64.0,6.3,3.0758414,339.44397
20190720T0700,20.36137,57.12766,144.18,78.40404,65.775955,0.0,0.0,67.0,4.5,1.1384199,288.43497
20190720T0800,21.831371,60.0,297.26,170.61551,126.64451,0.0,0.0,65.0,0.0,1.609969,206.56505
20190720T0900,23.64137,60.0,444.11,267.91083,176.19917,0.0,0.0,61.0,0.0,2.5455842,171.8699
20190720T1000,25.28137,60.0,587.39996,369.8703,217.52965,0.0,0.0,55.0,0.0,3.6179552,174.28941
20190720T1100,26.48137,60.0,706.66,460.33228,246.3277,0.0,0.0,50.0,0.0,5.0528407,184.08562
20190720T1200,27.36137,60.0,791.20996,527.9727,263.23724,0.0,0.0,47.0,0.0,5.4119864,183.81407
20190720T1300,28.10137,60.0,837.49,568.02747,269.46252,0.0,0.0,45.0,0.0,6.8399997,180.0
20190720T1400,28.741371,60.0,842.82996,571.22034,271.6096,0.0,0.0,46.0,0.0,9.178235,168.69006
20190720T1500,29.54137,60.0,802.77997,536.8031,265.97687,0.0,0.0,43.0,0.0,9.0645685,173.15723
20190720T1600,29.92137,56.55319,713.77997,466.86462,246.91534,0.0,0.0,42.0,5.4,9.255571,193.49573
20190720T1700,29.93137,56.55319,602.52997,381.4725,221.05746,0.0,0.0,43.0,5.4,7.8954163,204.22775
20190720T1800,29.77137,53.872337,470.81,285.89435,184.91563,0.0,0.0,44.0,9.6,5.4833565,203.1986
20190720T1900,29.43137,40.851063,322.18,186.2844,135.8956,0.0,0.0,45.0,30.000002,4.68,270.0
20190720T2000,28.72137,0.0,135.28,74.130264,61.149734,0.0,0.0,48.0,100.0,3.319036,310.60132
20190720T2100,27.22137,0.0,19.58,10.248069,9.331931,0.0,0.0,52.0,100.0,6.924738,278.97263
20190720T2200,25.51137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,97.0,6.924738,278.97263
20190720T2300,25.00137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,88.0,4.73506,278.74615
20190721T0000,24.821371,0.0,0.0,0.0,0.0,0.0,0.0,60.0,36.0,6.0347,287.35403
20190721T0100,24.78137,0.0,0.0,0.0,0.0,0.0,0.0,56.0,24.6,7.2,306.8699
20190721T0200,24.34137,0.0,0.0,0.0,0.0,0.0,0.0,58.0,14.400001,6.439876,333.43497
20190721T0300,23.321371,0.0,0.0,0.0,0.0,0.0,0.0,61.0,30.000002,5.815978,338.1986
20190721T0400,22.01137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,13.8,6.12,331.92752
20190721T0500,21.331371,0.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,5.1919937,326.30994
20190721T0600,20.71137,0.0,8.01,7.3843784,0.6256217,0.0,0.0,70.0,100.0,5.5887027,345.0686
20190721T0700,21.35137,40.851067,120.15,65.27969,54.870304,0.0,0.0,76.0,30.0,6.0347,342.646
20190721T0800,24.11137,0.0,293.69998,168.44432,125.25566,0.0,0.0,73.0,100.0,3.563818,315.0
20190721T0900,26.59137,13.404254,438.77,264.5157,174.2543,0.0,0.0,64.0,73.0,4.198285,329.03625
20190721T1000,27.34137,10.212765,298.15,122.21307,175.93692,0.3,0.0,56.0,78.0,6.439876,333.43497
20190721T1100,28.72137,48.51064,575.83,423.14258,152.68744,0.0,0.0,47.0,18.0,20.172853,325.1755
20190721T1200,28.72137,0.0,761.83997,521.12195,240.718,0.0,0.0,45.0,100.0,13.627795,347.79956
20190721T1300,29.42137,59.04255,674.62,520.2588,154.3612,0.0,0.0,41.0,1.5,6.638072,347.4712
20190721T1400,26.491371,0.0,144.18,1.7941132,142.38588,0.5,0.0,55.0,100.0,18.089775,354.28943
20190721T1500,27.321371,0.0,291.03,24.997375,266.03262,0.1,0.0,51.0,100.0,21.575987,334.29004
20190721T1600,26.901371,0.0,453.00998,261.40186,191.60811,0.0,0.0,51.0,98.0,26.099379,335.55603
20190721T1700,26.43137,59.808514,586.51,371.1416,215.36841,0.0,0.0,49.0,0.3,23.990698,334.20398
20190721T1800,25.911371,52.340427,467.25,283.56818,183.68182,0.0,0.0,51.0,12.0,18.35647,334.44003
20190721T1900,25.77137,52.97872,285.69,165.07507,120.61494,0.0,0.0,52.0,11.0,15.137133,334.65384
20190721T2000,25.21137,0.0,117.479996,64.32614,53.15386,0.0,0.0,57.0,100.0,14.007655,334.0935
20190721T2100,23.72137,43.94069,27.59,14.4344425,13.155558,0.0,0.0,60.0,4.5,13.1041975,339.0755
20190721T2200,22.46137,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.1000004,14.917212,340.25317
20190721T2300,21.62137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2.7,13.854155,335.43283
20190722T0000,20.87137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.2,12.879752,333.43497
20190722T0100,20.25137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,4.8,10.805998,330.01837
20190722T0200,19.581371,0.0,0.0,0.0,0.0,0.0,0.0,72.0,4.8,7.4128532,330.94543
20190722T0300,19.05137,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.9,6.1305785,319.76367
20190722T0400,18.63137,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,5.6002855,315.0
20190722T0500,18.01137,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,5.3517847,317.72632
20190722T0600,17.62137,36.39202,10.68,5.5634804,5.11652,0.0,0.0,79.0,1.0,6.1094027,315.0
20190722T0700,18.81137,60.0,131.72,71.50334,60.21666,0.0,0.0,77.0,0.0,4.8965297,306.02737
20190722T0800,20.87137,42.127663,289.25,165.76598,123.484024,0.0,0.0,70.0,28.0,8.161764,318.57635
20190722T0900,22.991371,59.425533,411.18,247.71959,163.4604,0.0,0.0,61.0,0.90000004,10.948973,332.59244
20190722T1000,24.43137,56.744682,581.17,365.52933,215.64066,0.0,0.0,55.0,5.1000004,10.495713,337.83365
20190722T1100,25.43137,47.74468,661.27,445.4323,215.8377,0.0,0.0,50.0,19.2,8.225035,336.8014
20190722T1200,26.401371,53.61702,725.35,511.53204,213.81792,0.0,0.0,44.0,10.0,5.8048253,330.25513
20190722T1300,27.241371,44.29787,782.31,553.7247,228.58531,0.0,0.0,40.0,24.6,5.315336,331.69925
20190722T1400,27.241371,33.82979,708.44,533.3818,175.05824,0.0,0.0,47.0,41.0,5.6002855,225.0
20190722T1500,27.51137,8.297872,687.97,505.9941,181.97586,0.0,0.0,47.0,81.0,5.154415,245.22485
20190722T1600,27.901371,53.61702,675.51,457.47876,218.03127,0.0,0.0,46.0,10.0,4.829907,243.43495
20190722T1700,27.95137,40.851063,546.45996,362.89233,183.56764,0.0,0.0,45.0,30.000002,5.3517847,222.27368
20190722T1800,27.95137,40.851063,381.81,253.06216,128.74783,0.0,0.0,45.0,30.000002,7.289445,212.90524
20190722T1900,27.71137,53.61702,299.93,173.18658,126.743416,0.0,0.0,47.0,10.0,7.42159,230.90614
20190722T2000,26.911371,54.255318,161.98,88.62291,73.357086,0.0,0.0,52.0,9.0,5.95906,244.98311
20190722T2100,25.78137,40.652996,27.59,14.428419,13.161581,0.0,0.0,59.0,9.3,5.5887027,284.93143
20190722T2200,24.84137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,25.500002,5.991594,327.26477
20190722T2300,23.991371,0.0,0.0,0.0,0.0,0.0,0.0,56.0,30.000002,6.849467,356.98724
20190723T0000,23.04137,0.0,0.0,0.0,0.0,0.0,0.0,54.0,8.700001,6.28713,336.37064
20190723T0100,21.95137,0.0,0.0,0.0,0.0,0.0,0.0,57.0,8.1,6.3690495,317.29062
20190723T0200,21.321371,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,6.193674,324.46234
20190723T0300,20.44137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,6.638072,319.3987
20190723T0400,19.94137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,7.289445,327.0948
20190723T0500,19.39137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,7.24486,333.43497
20190723T0600,18.741371,34.41454,12.46,6.4877033,5.9722967,0.0,0.0,70.0,3.3000002,7.5942082,328.57043
20190723T0700,19.55137,60.0,132.61,71.92345,60.686554,0.0,0.0,72.0,0.0,6.8777895,317.1211
20190723T0800,21.88137,60.0,282.13,161.56235,120.567665,0.0,0.0,67.0,0.0,6.8777895,317.1211
20190723T0900,24.39137,38.297874,442.33,266.31006,176.01991,0.0,0.0,61.0,34.0,6.439876,333.43497
20190723T1000,26.86137,56.744682,576.72,362.5218,214.1982,0.0,0.0,52.0,5.1000004,11.525623,358.21008
20190723T1100,28.161371,53.61702,684.41,448.827,235.58298,0.0,0.0,43.0,10.0,11.159999,360.0
20190723T1200,29.00137,58.276596,762.73,519.31287,243.41711,0.0,0.0,39.0,2.7,9.422101,353.41806
20190723T1300,29.69137,58.851063,821.47,561.83655,259.63342,0.0,0.0,36.0,1.8000001,8.759178,350.5377
20190723T1400,30.71137,53.61702,787.64996,556.16254,231.48743,0.0,0.0,39.0,10.0,8.759178,350.5377
20190723T1500,31.17137,53.61702,751.16,522.6922,228.46777,0.0,0.0,37.0,10.0,10.594036,350.2176
20190723T1600,31.44137,53.61702,679.95996,457.47333,222.48662,0.0,0.0,36.0,10.0,11.542478,356.42368
20190723T1700,31.44137,60.0,590.07,373.01288,217.05714,0.0,0.0,35.0,0.0,11.885453,1.7356873
20190723T1800,31.13137,60.0,461.91,280.00092,181.9091,0.0,0.0,35.0,0.0,10.390226,14.03624
20190723T1900,30.50137,53.61702,307.94,177.69186,130.24814,0.0,0.0,38.0,10.0,8.587338,33.023865
20190723T2000,29.10137,60.0,145.06999,79.30904,65.760956,0.0,0.0,48.0,0.0,6.638072,40.601288
20190723T2100,27.43137,44.083332,21.36,11.165719,10.194282,0.0,0.0,56.0,0.0,6.989936,34.508514
20190723T2200,26.44137,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,6.924738,8.972626
20190723T2300,25.72137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,6.379216,343.61047
20190724T0000,24.12137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,7.4128532,330.94543
20190724T0100,22.54137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,7.42159,337.16635
20190724T0200,21.79137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,6.9899354,348.11133
20190724T0300,21.331371,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,6.830519,18.434952
20190724T0400,21.48137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,7.6367526,44.999985
20190724T0500,21.18137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,7.653705,41.18593
20190724T0600,20.79137,34.55,8.9,4.7295585,4.170441,0.0,0.0,66.0,0.0,5.95906,25.016876
20190724T0700,21.22137,60.0,122.82,66.55525,56.26475,0.0,0.0,68.0,0.0,2.8799999,360.0
20190724T0800,22.62137,60.0,279.46,159.91106,119.548935,0.0,0.0,67.0,0.0,1.8,180.0
20190724T0900,23.84137,60.0,436.99,262.9206,174.06941,0.0,0.0,62.0,0.0,3.96,180.0
20190724T1000,25.14137,60.0,582.06,365.66702,216.39297,0.0,0.0,60.0,0.0,5.04,180.0
20190724T1100,26.55137,60.0,701.32,455.92926,245.39075,0.0,0.0,57.0,0.0,6.489992,183.17982
20190724T1200,27.77137,60.0,776.97,521.1288,255.84117,0.0,0.0,51.0,0.0,5.7599998,180.0
20190724T1300,28.52137,60.0,836.6,564.0505,272.5495,0.0,0.0,49.0,0.0,5.3999996,180.0
20190724T1400,29.331371,60.0,833.93,565.56525,268.36475,0.0,0.0,53.0,0.0,5.904439,127.56859
20190724T1500,29.821371,60.0,792.1,530.4193,261.68063,0.0,0.0,50.0,0.0,5.3999996,126.869896
20190724T1600,29.991371,60.0,711.11,464.2636,246.84637,0.0,0.0,50.0,0.0,4.5820518,135.0
20190724T1700,29.991371,60.0,595.41,376.19485,219.21512,0.0,0.0,50.0,0.0,3.6,143.1301
20190724T1800,29.81137,60.0,458.35,277.68018,180.66983,0.0,0.0,51.0,0.0,3.7585104,163.30075
20190724T1900,29.38137,60.0,304.38,175.51892,128.86108,0.0,0.0,53.0,0.0,3.96,180.0
20190724T2000,28.68137,60.0,147.73999,80.705505,67.034485,0.0,0.0,55.0,0.0,1.8,180.0
